;treatment_id;MC;sampling;species;phylum;cells_ml;mean_BioV;volume;sum;rel
244;Fluctuating_6;3;14;Phaeocystis indet.;Haptophyta;1207,830071;7,213491369;8712,671792;7068417,911;0,00123262
245;Fluctuating_6;3;14;Pinnularia indet.;Bacillariophyta;0;14244,57697;0;7068417,911;0
246;Fluctuating_6;3;14;Prorocentrum micans;Myzoza;0;17295,82289;0;7068417,911;0
247;Fluctuating_6;3;14;Prorocentrum minimum;Myzoza;41,64931279;2741,386476;114176,8628;7068417,911;0,0161531
248;Fluctuating_6;3;14;Prorocentrum triestinum;Myzoza;0;2504,725507;0;7068417,911;0
249;Fluctuating_6;3;14;Rhizosolemia indet.;Bacillariophyta;0;NA;NA;7068417,911;NA
250;Fluctuating_6;3;14;Rhodomonas indet.;Cryptophyta;708,0383174;41,20012226;29171,26524;7068417,911;0,004126986
251;Fluctuating_6;3;14;Thalassiosira indet.;Bacillariophyta;13,88310426;1486,547343;20637,89175;7068417,911;0,002919733
252;control;4;14;Alexandrium species;Myzoza;41,64931279;406,2514514;16920,09377;6408064,772;0,002640437
253;control;4;14;Amphidinium crassum;Myzoza;0;906,6974521;0;6408064,772;0
254;control;4;14;Chaetocerus species;Bacillariophyta;0;NA;NA;6408064,772;NA
255;control;4;14;Ciliate indet.;Ciliophora;229,0712203;715,2981959;163854,2306;6408064,772;0,025570002
256;control;4;14;Coscinodiscus indet.;Bacillariophyta;124,9479384;1037,948339;129689,5052;6408064,772;0,020238482
257;control;4;14;Cryptomonas indet.;Cryptophyta;1728,446481;157,8915229;272907,0471;6408064,772;0,04258806
258;control;4;14;Cylendrotheca closterium;Bacillariophyta;270,7205331;280,4420905;75921,43225;6408064,772;0,011847794
259;control;4;14;Gymnodinium indet.;Myzoza;124,9479384;461,2547662;57632,83212;6408064,772;0,008993797
260;control;4;14;Hemiselmis indet.;Cryptophyta;83,29862557;57,40959958;4782,140739;6408064,772;0,000746269
261;control;4;14;Leptocylindricus danicus;Bacillariophyta;3206,997085;1544,292807;4952542,53;6408064,772;0,772860872
262;control;4;14;Oblea rotunda;Myzoza;20,82465639;8760,556423;182435,5773;6408064,772;0,028469684
263;control;4;14;Odontella auritia;Bacillariophyta;0;21960;0;6408064,772;0
264;control;4;14;Peridiniella danica;Myzoza;0;8760,556423;0;6408064,772;0
265;control;4;14;Phaeocystis indet.;Haptophyta;1166,180758;7,213491369;8412,234832;6408064,772;0,001312757
266;control;4;14;Pinnularia indet.;Bacillariophyta;0;14244,57697;0;6408064,772;0
267;control;4;14;Prorocentrum micans;Myzoza;0;17295,82289;0;6408064,772;0
268;control;4;14;Prorocentrum minimum;Myzoza;187,4219075;2741,386476;513795,8824;6408064,772;0,080179571
269;control;4;14;Prorocentrum triestinum;Myzoza;0;2504,725507;0;6408064,772;0
270;control;4;14;Rhizosolemia indet.;Bacillariophyta;0;NA;NA;6408064,772;NA
271;control;4;14;Rhodomonas indet.;Cryptophyta;708,0383174;41,20012226;29171,26524;6408064,772;0,004552274
272;control;4;14;Thalassiosira indet.;Bacillariophyta;0;1486,547343;0;6408064,772;0
273;Fluctuating_48;7;14;Alexandrium species;Myzoza;13,88310426;406,2514514;5640,031256;3873081,771;0,001456213
274;Fluctuating_48;7;14;Amphidinium crassum;Myzoza;124,9479384;906,6974521;113289,9774;3873081,771;0,029250603
275;Fluctuating_48;7;14;Chaetocerus species;Bacillariophyta;0;NA;NA;3873081,771;NA
276;Fluctuating_48;7;14;Ciliate indet.;Ciliophora;55,53241705;715,2981959;39722,23773;3873081,771;0,010255977
277;Fluctuating_48;7;14;Coscinodiscus indet.;Bacillariophyta;69,41552131;1037,948339;72049,72507;3873081,771;0,018602686
278;Fluctuating_48;7;14;Cryptomonas indet.;Cryptophyta;1332,778009;157,8915229;210434,3495;3873081,771;0,054332535
279;Fluctuating_48;7;14;Cylendrotheca closterium;Bacillariophyta;97,18172983;280,4420905;27253,84747;3873081,771;0,007036734
280;Fluctuating_48;7;14;Gymnodinium indet.;Myzoza;0;461,2547662;0;3873081,771;0
281;Fluctuating_48;7;14;Hemiselmis indet.;Cryptophyta;208,2465639;57,40959958;11955,35185;3873081,771;0,00308678
282;Fluctuating_48;7;14;Leptocylindricus danicus;Bacillariophyta;1346,661113;1544,292807;2079639,07;3873081,771;0,536946854
283;Fluctuating_48;7;14;Oblea rotunda;Myzoza;0;8760,556423;0;3873081,771;0
284;Fluctuating_48;7;14;Odontella auritia;Bacillariophyta;55,53241705;21960;1219491,878;3873081,771;0,314863447
285;Fluctuating_48;7;14;Peridiniella danica;Myzoza;0;8760,556423;0;3873081,771;0
286;Fluctuating_48;7;14;Phaeocystis indet.;Haptophyta;874,6355685;7,213491369;6309,176124;3873081,771;0,001628981
287;Fluctuating_48;7;14;Prorocentrum micans;Myzoza;0;17295,82289;0;3873081,771;0
288;Fluctuating_48;7;14;Prorocentrum minimum;Myzoza;13,88310426;2741,386476;38058,95426;3873081,771;0,00982653
289;Fluctuating_48;7;14;Prorocentrum triestinum;Myzoza;0;2504,725507;0;3873081,771;0
290;Fluctuating_48;7;14;Rhizosolemia indet.;Bacillariophyta;0;NA;NA;3873081,771;NA
291;Fluctuating_48;7;14;Rhodomonas indet.;Cryptophyta;694,1552131;41,20012226;28599,27964;3873081,771;0,007384115
292;Fluctuating_48;7;14;Thalassiosira indet.;Bacillariophyta;13,88310426;1486,547343;20637,89175;3873081,771;0,005328545
293;Fluctuating_36;10;14;Alexandrium species;Myzoza;0;406,2514514;0;2871056,42;0
294;Fluctuating_36;10;14;Amphidinium crassum;Myzoza;27,76620852;906,6974521;25175,55052;2871056,42;0,008768741
295;Fluctuating_36;10;14;Chaetocerus species;Bacillariophyta;0;NA;NA;2871056,42;NA
296;Fluctuating_36;10;14;Ciliate indet.;Ciliophora;111,0648341;715,2981959;79444,47546;2871056,42;0,027670817
297;Fluctuating_36;10;14;Coscinodiscus indet.;Bacillariophyta;208,2465639;1037,948339;216149,1752;2871056,42;0,07528559
298;Fluctuating_36;10;14;Cryptomonas indet.;Cryptophyta;2054,699431;157,8915229;324419,6222;2871056,42;0,112996603
299;Fluctuating_36;10;14;Cylendrotheca closterium;Bacillariophyta;69,41552131;280,4420905;19467,03391;2871056,42;0,006780443
300;Fluctuating_36;10;14;Gymnodinium indet.;Myzoza;111,0648341;461,2547662;51229,18409;2871056,42;0,017843322
301;Fluctuating_36;10;14;Hemiselmis indet.;Cryptophyta;152,7141469;57,40959958;8767,258023;2871056,42;0,00305367
302;Fluctuating_36;10;14;Leptocylindricus danicus;Bacillariophyta;694,1552131;1544,292807;1071978,902;2871056,42;0,373374377
303;Fluctuating_36;10;14;Oblea rotunda;Myzoza;13,88310426;8760,556423;121623,7182;2871056,42;0,042362009
304;Fluctuating_36;10;14;Odontella auritia;Bacillariophyta;13,88310426;21960;304872,9695;2871056,42;0,106188429
305;Fluctuating_36;10;14;Peridiniella danica;Myzoza;0;8760,556423;0;2871056,42;0
306;Fluctuating_36;10;14;Phaeocystis indet.;Haptophyta;277,6620852;7,213491369;2002,913055;2871056,42;0,000697622
307;Fluctuating_36;10;14;Prorocentrum micans;Myzoza;13,88310426;17295,82289;240119,7124;2871056,42;0,08363462
308;Fluctuating_36;10;14;Prorocentrum minimum;Myzoza;111,0648341;2741,386476;304471,6341;2871056,42;0,106048642
309;Fluctuating_36;10;14;Prorocentrum triestinum;Myzoza;0;2504,725507;0;2871056,42;0
310;Fluctuating_36;10;14;Rhizosolemia indet.;Bacillariophyta;0;NA;NA;2871056,42;NA
311;Fluctuating_36;10;14;Rhodomonas indet.;Cryptophyta;1457,725948;41,20012226;60058,48727;2871056,42;0,020918602
312;Fluctuating_36;10;14;Thalassiosira indet.;Bacillariophyta;27,76620852;1486,547343;41275,78351;2871056,42;0,014376514
313;Fluctuating_36;2;14;Alexandrium species;Myzoza;27,76620852;406,2514514;11280,06251;4708812,802;0,002395522
314;Fluctuating_36;2;14;Amphidinium crassum;Myzoza;27,76620852;906,6974521;25175,55052;4708812,802;0,005346475
315;Fluctuating_36;2;14;Chaetocerus species;Bacillariophyta;0;NA;NA;4708812,802;NA
316;Fluctuating_36;2;14;Ciliate indet.;Ciliophora;69,41552131;715,2981959;49652,79716;4708812,802;0,010544653
317;Fluctuating_36;2;14;Coscinodiscus indet.;Bacillariophyta;69,41552131;1037,948339;72049,72507;4708812,802;0,015301038
318;Fluctuating_36;2;14;Cryptomonas indet.;Cryptophyta;1443,842843;157,8915229;227970,5452;4708812,802;0,048413593
319;Fluctuating_36;2;14;Cylendrotheca closterium;Bacillariophyta;236,0127725;280,4420905;66187,91531;4708812,802;0,014056179
320;Fluctuating_36;2;14;Gymnodinium indet.;Myzoza;152,7141469;461,2547662;70440,12813;4708812,802;0,014959212
321;Fluctuating_36;2;14;Hemiselmis indet.;Cryptophyta;138,8310426;57,40959958;7970,234565;4708812,802;0,001692621
322;Fluctuating_36;2;14;Leptocylindricus danicus;Bacillariophyta;2165,764265;1544,292807;3344574,176;4708812,802;0,710279707
323;Fluctuating_36;2;14;Oblea rotunda;Myzoza;41,64931279;8760,556423;364871,1547;4708812,802;0,077486868
324;Fluctuating_36;2;14;Odontella auritia;Bacillariophyta;0;21960;0;4708812,802;0
325;Fluctuating_36;2;14;Peridiniella danica;Myzoza;0;8760,556423;0;4708812,802;0
326;Fluctuating_36;2;14;Phaeocystis indet.;Haptophyta;374,8438151;7,213491369;2703,932625;4708812,802;0,000574228
327;Fluctuating_36;2;14;Pinnularia indet.;Bacillariophyta;13,88310426;14244,57697;197758,9472;4708812,802;0,041997624
328;Fluctuating_36;2;14;Prorocentrum micans;Myzoza;0;17295,82289;0;4708812,802;0
329;Fluctuating_36;2;14;Prorocentrum minimum;Myzoza;69,41552131;2741,386476;190294,7713;4708812,802;0,040412473
330;Fluctuating_36;2;14;Prorocentrum triestinum;Myzoza;0;2504,725507;0;4708812,802;0
331;Fluctuating_36;2;14;Rhizosolemia indet.;Bacillariophyta;0;NA;NA;4708812,802;NA
332;Fluctuating_36;2;14;Rhodomonas indet.;Cryptophyta;888,5186728;41,20012226;36607,07795;4708812,802;0,007774163
333;Fluctuating_36;2;14;Thalassiosira indet.;Bacillariophyta;27,76620852;1486,547343;41275,78351;4708812,802;0,008765645
334;Fluctuating_48;6;14;Alexandrium species;Myzoza;27,76620852;406,2514514;11280,06251;4652847,193;0,002424335
335;Fluctuating_48;6;14;Amphidinium crassum;Myzoza;41,64931279;906,6974521;37763,32579;4652847,193;0,008116176
336;Fluctuating_48;6;14;Chaetocerus species;Bacillariophyta;0;NA;NA;4652847,193;NA
337;Fluctuating_48;6;14;Ciliate indet.;Ciliophora;124,9479384;715,2981959;89375,03491;4652847,193;0,019208676
338;Fluctuating_48;6;14;Coscinodiscus indet.;Bacillariophyta;41,64931279;1037,948339;43229,83505;4652847,193;0,00929105
339;Fluctuating_48;6;14;Cryptomonas indet.;Cryptophyta;902,401777;157,8915229;142481,5908;4652847,193;0,030622452
340;Fluctuating_48;6;14;Cylendrotheca closterium;Bacillariophyta;236,0127725;280,4420905;66187,91531;4652847,193;0,01422525
341;Fluctuating_48;6;14;Gymnodinium indet.;Myzoza;124,9479384;461,2547662;57632,83212;4652847,193;0,012386573
342;Fluctuating_48;6;14;Hemiselmis indet.;Cryptophyta;319,311398;57,40959958;18331,5395;4652847,193;0,003939854
343;Fluctuating_48;6;14;Leptocylindricus danicus;Bacillariophyta;2548,937943;1544,292807;3936306,531;4652847,193;0,845999528
344;Fluctuating_48;6;14;Oblea rotunda;Myzoza;0;8760,556423;0;4652847,193;0
345;Fluctuating_48;6;14;Odontella auritia;Bacillariophyta;0;21960;0;4652847,193;0
346;Fluctuating_48;6;14;Peridiniella danica;Myzoza;13,88310426;8760,556423;121623,7182;4652847,193;0,026139633
347;Fluctuating_48;6;14;Phaeocystis indet.;Haptophyta;513,6748577;7,213491369;3705,389152;4652847,193;0,00079637
348;Fluctuating_48;6;14;Pinnularia indet.;Bacillariophyta;0;14244,57697;0;4652847,193;0
349;Fluctuating_48;6;14;Prorocentrum micans;Myzoza;0;17295,82289;0;4652847,193;0
350;Fluctuating_48;6;14;Prorocentrum minimum;Myzoza;13,88310426;2741,386476;38058,95426;4652847,193;0,008179713
351;Fluctuating_48;6;14;Prorocentrum triestinum;Myzoza;13,88310426;2504,725507;34773,36535;4652847,193;0,007473567
352;Fluctuating_48;6;14;Rhizosolemia indet.;Bacillariophyta;0;NA;NA;4652847,193;NA
353;Fluctuating_48;6;14;Rhodomonas indet.;Cryptophyta;763,5707344;41,20012226;31459,20761;4652847,193;0,006761281
354;Fluctuating_48;6;14;Thalassiosira indet.;Bacillariophyta;13,88310426;1486,547343;20637,89175;4652847,193;0,00443554
355;Fluctuating_24;8;14;Alexandrium species;Myzoza;0;406,2514514;0;2502317,927;0
356;Fluctuating_24;8;14;Amphidinium crassum;Myzoza;0;906,6974521;0;2502317,927;0
357;Fluctuating_24;8;14;Chaetocerus species;Bacillariophyta;0;NA;NA;2502317,927;NA
358;Fluctuating_24;8;14;Ciliate indet.;Ciliophora;111,0648341;715,2981959;79444,47546;2502317,927;0,031748354
359;Fluctuating_24;8;14;Coscinodiscus indet.;Bacillariophyta;138,8310426;1037,948339;144099,4501;2502317,927;0,057586388
360;Fluctuating_24;8;14;Cryptomonas indet.;Cryptophyta;777,4538387;157,8915229;122753,3705;2502317,927;0,049055865
361;Fluctuating_24;8;14;Cylendrotheca closterium;Bacillariophyta;111,0648341;280,4420905;31147,25426;2502317,927;0,012447361
362;Fluctuating_24;8;14;Gymnodinium indet.;Myzoza;0;461,2547662;0;2502317,927;0
363;Fluctuating_24;8;14;Hemiselmis indet.;Cryptophyta;111,0648341;57,40959958;6376,187653;2502317,927;0,002548113
364;Fluctuating_24;8;14;Leptocylindricus danicus;Bacillariophyta;1263,362488;1544,292807;1951001,603;2502317,927;0,779677747
365;Fluctuating_24;8;14;Oblea rotunda;Myzoza;0;8760,556423;0;2502317,927;0
366;Fluctuating_24;8;14;Odontella auritia;Bacillariophyta;0;21960;0;2502317,927;0
367;Fluctuating_24;8;14;Peridiniella danica;Myzoza;0;8760,556423;0;2502317,927;0
368;Fluctuating_24;8;14;Phaeocystis indet.;Haptophyta;1943,634597;7,213491369;14020,39139;2502317,927;0,005602962
369;Fluctuating_24;8;14;Pinnularia indet.;Bacillariophyta;0;14244,57697;0;2502317,927;0
370;Fluctuating_24;8;14;Prorocentrum micans;Myzoza;0;17295,82289;0;2502317,927;0
371;Fluctuating_24;8;14;Prorocentrum minimum;Myzoza;27,76620852;2741,386476;76117,90851;2502317,927;0,03041896
372;Fluctuating_24;8;14;Prorocentrum triestinum;Myzoza;0;2504,725507;0;2502317,927;0
373;Fluctuating_24;8;14;Rhizosolemia indet.;Bacillariophyta;0;NA;NA;2502317,927;NA
374;Fluctuating_24;8;14;Rhodomonas indet.;Cryptophyta;374,8438151;41,20012226;15443,61101;2502317,927;0,006171722
375;Fluctuating_24;8;14;Thalassiosira indet.;Bacillariophyta;41,64931279;1486,547343;61913,67527;2502317,927;0,02474253
376;Fluctuating_12;12;14;Alexandrium species;Myzoza;41,64931279;406,2514514;16920,09377;3718260,564;0,00455054
377;Fluctuating_12;12;14;Amphidinium crassum;Myzoza;27,76620852;906,6974521;25175,55052;3718260,564;0,006770787
378;Fluctuating_12;12;14;Chaetocerus species;Bacillariophyta;0;NA;NA;3718260,564;NA
379;Fluctuating_12;12;14;Ciliate indet.;Ciliophora;152,7141469;715,2981959;109236,1538;3718260,564;0,029378294
380;Fluctuating_12;12;14;Coscinodiscus indet.;Bacillariophyta;69,41552131;1037,948339;72049,72507;3718260,564;0,019377266
381;Fluctuating_12;12;14;Cryptomonas indet.;Cryptophyta;971,8172983;157,8915229;153441,7132;3718260,564;0,041267068
382;Fluctuating_12;12;14;Cylendrotheca closterium;Bacillariophyta;208,2465639;280,4420905;58401,10172;3718260,564;0,015706565
383;Fluctuating_12;12;14;Gymnodinium indet.;Myzoza;152,7141469;461,2547662;70440,12813;3718260,564;0,018944377
384;Fluctuating_12;12;14;Hemiselmis indet.;Cryptophyta;652,5059003;57,40959958;37460,10246;3718260,564;0,010074631
385;Fluctuating_12;12;14;Leptocylindricus danicus;Bacillariophyta;1346,661113;1544,292807;2079639,07;3718260,564;0,559304286
386;Fluctuating_12;12;14;Oblea rotunda;Myzoza;0;8760,556423;0;3718260,564;0
387;Fluctuating_12;12;14;Odontella auritia;Bacillariophyta;27,76620852;21960;609745,9391;3718260,564;0,163986877
388;Fluctuating_12;12;14;Peridiniella danica;Myzoza;0;8760,556423;0;3718260,564;0
389;Fluctuating_12;12;14;Phaeocystis indet.;Haptophyta;1596,55699;7,213491369;11516,75007;3718260,564;0,003097349
390;Fluctuating_12;12;14;Pinnularia indet.;Bacillariophyta;27,76620852;14244,57697;395517,8944;3718260,564;0,106371753
391;Fluctuating_12;12;14;Prorocentrum micans;Myzoza;0;17295,82289;0;3718260,564;0
392;Fluctuating_12;12;14;Prorocentrum minimum;Myzoza;13,88310426;2741,386476;38058,95426;3718260,564;0,010235688
393;Fluctuating_12;12;14;Prorocentrum triestinum;Myzoza;0;2504,725507;0;3718260,564;0
394;Fluctuating_12;12;14;Rhizosolemia indet.;Bacillariophyta;0;NA;NA;3718260,564;NA
395;Fluctuating_12;12;14;Rhodomonas indet.;Cryptophyta;485,9086492;41,20012226;20019,49575;3718260,564;0,005384102
396;Fluctuating_12;12;14;Thalassiosira indet.;Bacillariophyta;13,88310426;1486,547343;20637,89175;3718260,564;0,005550416
397;control;4;0;Alexandrium species;Myzoza;236,0127725;406,2514514;95880,53139;4903819,267;0,019552216
398;control;4;0;Amphidinium crassum;Myzoza;97,18172983;906,6974521;88114,42683;4903819,267;0,017968531
399;control;4;0;Chaetocerus species;Bacillariophyta;0;NA;NA;4903819,267;NA
400;control;4;0;Ciliate indet.;Ciliophora;27,76620852;715,2981959;19861,11886;4903819,267;0,004050133
401;control;4;0;Coscinodiscus indet.;Bacillariophyta;152,7141469;1037,948339;158509,3952;4903819,267;0,032323662
402;control;4;0;Cryptomonas indet.;Cryptophyta;596,9734833;157,8915229;94257,05238;4903819,267;0,019221151
403;control;4;0;Cylendrotheca closterium;Bacillariophyta;13,88310426;280,4420905;3893,406782;4903819,267;0,000793954
404;control;4;0;Gymnodinium indet.;Myzoza;499,7917534;461,2547662;230531,3284;4903819,267;0,047010568
405;control;4;0;Hemiselmis indet.;Cryptophyta;69,41552131;57,40959958;3985,117283;4903819,267;0,000812656
406;control;4;0;Heterocapsa rotunda;Myzoza;69,41552131;2020,951183;140285,3799;4903819,267;0,028607372
407;control;4;0;Leptocylindricus danicus;Bacillariophyta;1860,335971;1544,292807;2872903,459;4903819,267;0,585850192
408;control;4;0;Oblea rotunda;Myzoza;0;8760,556423;0;4903819,267;0
409;control;4;0;Odontella auritia;Bacillariophyta;13,88310426;21960;304872,9695;4903819,267;0,062170515
410;control;4;0;Peridiniella danica;Myzoza;0;8760,556423;0;4903819,267;0
411;control;4;0;Phaeocystis indet.;Haptophyta;83,29862557;7,213491369;600,8739166;4903819,267;0,000122532
412;control;4;0;Pinnularia indet.;Bacillariophyta;0;14244,57697;0;4903819,267;0
413;control;4;0;Prorocentrum micans;Myzoza;27,76620852;17295,82289;480239,4247;4903819,267;0,097931714
414;control;4;0;Prorocentrum minimum;Myzoza;97,18172983;2741,386476;266412,6798;4903819,267;0,054327589
415;control;4;0;Prorocentrum triestinum;Myzoza;27,76620852;2504,725507;69546,73071;4903819,267;0,014182156
416;control;4;0;Rhodomonas indet.;Cryptophyta;291,5451895;41,20012226;12011,69745;4903819,267;0,002449458
417;control;4;0;Thalassiosira indet.;Bacillariophyta;41,64931279;1486,547343;61913,67527;4903819,267;0,012625603
418;Fluctuating_24;8;0;Alexandrium species;Myzoza;277,6620852;406,2514514;112800,6251;4387654,494;0,025708639
419;Fluctuating_24;8;0;Amphidinium crassum;Myzoza;55,53241705;906,6974521;50351,10105;4387654,494;0,01147563
420;Fluctuating_24;8;0;Chaetocerus species;Bacillariophyta;0;NA;NA;4387654,494;NA
421;Fluctuating_24;8;0;Ciliate indet.;Ciliophora;13,88310426;715,2981959;9930,55943;4387654,494;0,002263296
422;Fluctuating_24;8;0;Coscinodiscus indet.;Bacillariophyta;83,29862557;1037,948339;86459,67008;4387654,494;0,019705214
423;Fluctuating_24;8;0;Cryptomonas indet.;Cryptophyta;485,9086492;157,8915229;76720,85659;4387654,494;0,017485619
424;Fluctuating_24;8;0;Cylendrotheca closterium;Bacillariophyta;0;280,4420905;0;4387654,494;0
425;Fluctuating_24;8;0;Gymnodinium indet.;Myzoza;846,86936;461,2547662;390622,5287;4387654,494;0,089027641
426;Fluctuating_24;8;0;Hemiselmis indet.;Cryptophyta;124,9479384;57,40959958;7173,211112;4387654,494;0,001634862
427;Fluctuating_24;8;0;Heterocapsa rotunda;Myzoza;69,41552131;2020,951183;140285,3799;4387654,494;0,03197275
428;Fluctuating_24;8;0;Leptocylindricus danicus;Bacillariophyta;1707,621824;1544,292807;2637068,1;4387654,494;0,601019999
429;Fluctuating_24;8;0;Oblea rotunda;Myzoza;0;8760,556423;0;4387654,494;0
430;Fluctuating_24;8;0;Odontella auritia;Bacillariophyta;13,88310426;21960;304872,9695;4387654,494;0,06948427
431;Fluctuating_24;8;0;Peridiniella danica;Myzoza;0;8760,556423;0;4387654,494;0
432;Fluctuating_24;8;0;Phaeocystis indet.;Haptophyta;0;7,213491369;0;4387654,494;0
433;Fluctuating_24;8;0;Pinnularia indet.;Bacillariophyta;13,88310426;14244,57697;197758,9472;4387654,494;0,045071677
434;Fluctuating_24;8;0;Prorocentrum micans;Myzoza;0;17295,82289;0;4387654,494;0
435;Fluctuating_24;8;0;Prorocentrum minimum;Myzoza;111,0648341;2741,386476;304471,6341;4387654,494;0,069392801
436;Fluctuating_24;8;0;Prorocentrum triestinum;Myzoza;13,88310426;2504,725507;34773,36535;4387654,494;0,007925274
437;Fluctuating_24;8;0;Rhodomonas indet.;Cryptophyta;333,1945023;41,20012226;13727,65423;4387654,494;0,0031287
438;Fluctuating_24;8;0;Thalassiosira indet.;Bacillariophyta;13,88310426;1486,547343;20637,89175;4387654,494;0,004703627
439;Fluctuating_12;11;0;Alexandrium species;Myzoza;249,8958767;406,2514514;101520,5626;5660273,591;0,017935628
440;Fluctuating_12;11;0;Amphidinium crassum;Myzoza;13,88310426;906,6974521;12587,77526;5660273,591;0,002223881
441;Fluctuating_12;11;0;Chaetocerus species;Bacillariophyta;41,64931279;NA;NA;5660273,591;NA
442;Fluctuating_12;11;0;Ciliate indet.;Ciliophora;55,53241705;715,2981959;39722,23773;5660273,591;0,007017724
443;Fluctuating_12;11;0;Coscinodiscus indet.;Bacillariophyta;138,8310426;1037,948339;144099,4501;5660273,591;0,025458036
444;Fluctuating_12;11;0;Cryptomonas indet.;Cryptophyta;208,2465639;157,8915229;32880,3671;5660273,591;0,005808971
445;Fluctuating_12;11;0;Cylendrotheca closterium;Bacillariophyta;13,88310426;280,4420905;3893,406782;5660273,591;0,000687848
446;Fluctuating_12;11;0;Gymnodinium indet.;Myzoza;1263,362488;461,2547662;582731,969;5660273,591;0,102951202
447;Fluctuating_12;11;0;Hemiselmis indet.;Cryptophyta;83,29862557;57,40959958;4782,140739;5660273,591;0,00084486
448;Fluctuating_12;11;0;Heterocapsa rotunda;Myzoza;124,9479384;2020,951183;252513,6839;5660273,591;0,044611569
449;Fluctuating_12;11;0;Leptocylindricus danicus;Bacillariophyta;2512,841871;1544,292807;3880563,626;5660273,591;0,685578809
450;Fluctuating_12;11;0;Oblea rotunda;Myzoza;13,88310426;8760,556423;121623,7182;5660273,591;0,021487251
451;Fluctuating_12;11;0;Odontella auritia;Bacillariophyta;0;21960;0;5660273,591;0
452;Fluctuating_12;11;0;Peridiniella danica;Myzoza;0;8760,556423;0;5660273,591;0
453;Fluctuating_12;11;0;Phaeocystis indet.;Haptophyta;208,2465639;7,213491369;1502,184791;5660273,591;0,000265391
454;Fluctuating_12;11;0;Pinnularia indet.;Bacillariophyta;0;14244,57697;0;5660273,591;0
455;Fluctuating_12;11;0;Prorocentrum micans;Myzoza;0;17295,82289;0;5660273,591;0
456;Fluctuating_12;11;0;Prorocentrum minimum;Myzoza;138,8310426;2741,386476;380589,5426;5660273,591;0,067238718
457;Fluctuating_12;11;0;Prorocentrum triestinum;Myzoza;13,88310426;2504,725507;34773,36535;5660273,591;0,006143407
458;Fluctuating_12;11;0;Rhodomonas indet.;Cryptophyta;111,0648341;41,20012226;4575,884743;5660273,591;0,000808421
459;Fluctuating_12;11;0;Thalassiosira indet.;Bacillariophyta;41,64931279;1486,547343;61913,67527;5660273,591;0,010938283
460;control;1;6;Alexandrium species;Myzoza;27,76620852;406,2514514;11280,06251;6108976,951;0,001846473
461;control;1;6;Amphidinium crassum;Myzoza;0;906,6974521;0;6108976,951;0
462;control;1;6;Chaetocerus species;Bacillariophyta;0;NA;NA;6108976,951;NA
463;control;1;6;Ciliate indet.;Ciliophora;0;715,2981959;0;6108976,951;0
464;control;1;6;Coscinodiscus indet.;Bacillariophyta;83,29862557;1037,948339;86459,67008;6108976,951;0,014152889
465;control;1;6;Cryptomonas indet.;Cryptophyta;485,9086492;157,8915229;76720,85659;6108976,951;0,012558708
466;control;1;6;Cylendrotheca closterium;Bacillariophyta;111,0648341;280,4420905;31147,25426;6108976,951;0,005098604
467;control;1;6;Gymnodinium indet.;Myzoza;236,0127725;461,2547662;108862,0162;6108976,951;0,017820008
468;control;1;6;Hemiselmis indet.;Cryptophyta;388,7269193;57,40959958;22316,65678;6108976,951;0,003653092
469;control;1;6;Heterocapsa rotunda;Myzoza;13,88310426;2020,951183;28057,07597;6108976,951;0,004592762
470;control;1;6;Leptocylindricus danicus;Bacillariophyta;2748,854644;1544,292807;4245036,454;6108976,951;0,694885001
471;control;1;6;Oblea rotunda;Myzoza;27,76620852;8760,556423;243247,4364;6108976,951;0,039818031
472;control;1;6;Odontella auritia;Bacillariophyta;0;21960;0;6108976,951;0
473;control;1;6;Peridiniella danica;Myzoza;41,64931279;8760,556423;364871,1547;6108976,951;0,059727047
474;control;1;6;Phaeocystis indet.;Haptophyta;2215,74344;7,213491369;15983,24618;6108976,951;0,002616354
475;control;1;6;Pinnularia indet.;Bacillariophyta;0;14244,57697;0;6108976,951;0
476;control;1;6;Prorocentrum micans;Myzoza;13,88310426;17295,82289;240119,7124;6108976,951;0,039306043
477;control;1;6;Prorocentrum minimum;Myzoza;208,2465639;2741,386476;570884,3138;6108976,951;0,093450068
478;control;1;6;Prorocentrum triestinum;Myzoza;13,88310426;2504,725507;34773,36535;6108976,951;0,005692175
479;control;1;6;Rhodomonas indet.;Cryptophyta;208,2465639;41,20012226;8579,783892;6108976,951;0,001404455
480;control;1;6;Thalassiosira indet.;Bacillariophyta;13,88310426;1486,547343;20637,89175;6108976,951;0,003378289
481;Fluctuating_6;5;6;Alexandrium species;Myzoza;13,88310426;406,2514514;5640,031256;2426478,867;0,002324369
482;Fluctuating_6;5;6;Amphidinium crassum;Myzoza;0;906,6974521;0;2426478,867;0
483;Fluctuating_6;5;6;Chaetocerus species;Bacillariophyta;0;NA;NA;2426478,867;NA
484;Fluctuating_6;5;6;Ciliate indet.;Ciliophora;13,88310426;715,2981959;9930,55943;2426478,867;0,00409258
485;Fluctuating_6;5;6;Coscinodiscus indet.;Bacillariophyta;13,88310426;1037,948339;14409,94501;2426478,867;0,005938624
486;Fluctuating_6;5;6;Cryptomonas indet.;Cryptophyta;263,778981;157,8915229;41648,46501;2426478,867;0,017164157
487;Fluctuating_6;5;6;Cylendrotheca closterium;Bacillariophyta;55,53241705;280,4420905;15573,62713;2426478,867;0,0064182
